"ID","Started on","Last updated on","Status","Collector","Language","IP address","Device","{_bhlid}","{trk}","Do you work in a safety-critical industry? (Automotive, aerospace, medical, robotics, etc)","What industry do you work in?","Automotive","Aerospace","Medical","Industrial","Robotics","Defense","Nuclear","Rail","Other","What is the size of the company that you work for?","Approximately how many people actively write Rust at your company?","What is your primary role or responsibility related to software development or safety within your organization?","Software Engineer","Safety Engineer","Quality Assurance Engineer","Cybersecurity Engineer","DevOps/Tooling Engineer","Project Manager","R&D Engineer","Engineering Management","Startup Owner/Founder","C-suite (CEO, CTO, etc)","Other","Can you elaborate on your role?","What language(s) do you use in your safety critical role?","Rust","C","C++","Ada/Spark","Python","Other","Do you currently use Rust?","Yes, in my safety critical role","Yes, in non-safety critical production","Yes, as a hobby/in my free time","No","Would you be interested in using Rust in your safety-critical role?","What were your/your company's primary reasons to switch to Rust?","Memory safety","Speed/performance","Tooling (cargo, crates.io, clippy, etc)","Language features (type system, matching, zero cost abstractions, etc)","Specific library/crate/framework","Hiring advantages (interest in Rust/quality of Rust engineers)","Regulatory requirement","Cybersecurity advantages","Other","What are some of the advantages to Rust in your role?","What are the primary blockers or disadvantages to using Rust in your safety critical role?","Lack of tooling","Standards","Hiring engineers","Hardware support","Ecosystem (libraries, drivers, etc)","Lack of qualified tooling","Regulatory hurdles","Legacy codebase","Training","Other","How do you or would you be interested in using Rust in your safety-critical role?","Starting a new project in Rust","Rewriting an existing project in Rust","Integrating Rust with an existing codebase","Integrating Rust components into an existing system","Using C/C++ Interoperability Layer","Other","What are the primary disadvantages to using Rust in your safety-critical role?","Doesn't offer any/enough advantage over existing languages","Too difficult to learn","Doesn't support my hardware target(s)","Not certifiable","Not enough hirable Rust engineers","Doesn't integrate with existing codebase","Doesn't integrate with existing process/tooling/build system","Software supply chain concern (open-source)","Don't know enough about it","Other","Can you elaborate on the downsides to Rust for your role?","What types of safety critical code tools does your work require?","Certified compiler","Formal verification","Code coverage analysis","Code-requirements traceability","Static analysis","Source code metrics (cyclomatic complexity, lines of code, etc)","Linting tools (naming contenvtions, style guides, etc)","Automated testing (fuzz, prop-based, etc)","Post compilation analysis (worst case execution time, stack size, etc)","Other","Are there ""best-in-class"" libraries or solutions in another language which have features lacking within the Rust ecosystem for your use cases?","Are there any libraries that are not written in Rust that you would like to use in the Rust ecosystem?","Are there any crates in the Rust ecosystem that you would use in safety-critical software if it were certified?","What standard(s) do you work with in your safety critical work?","ISO-26262","DO-178","IEC-61508","IEC-62304","Other","What levels of ISO-26262 do you work with?","QM","ASIL-A","ASIL-B","ASIL-C","ASIL-D","What levels of IEC-61508 do you work with?","SIL-1","SIL-2","SIL-3","SIL-4","What levels of DO-178 do you work with?","DAL A","DAL B","DAL C","DAL D","DAL E","What levels of IEC-62304 do you work with?","Class A","Class B","Class C","What coding guidelines do you work with in your safety critical work?","MISRA (C)","AEC","AUTOSAR (C++)","JSF AV (C++)","CERT (C, C++, Java)","HIC++","CWE","Other","To what environments do you deploy your safety critical code?","Cloud","WebAssembly","Native applications","Embedded Linux","Embedded with a hypervisor (RTOS, event-driven architecture, etc)","Bare metal embedded","Other","What chip architectures do you work with?","ARM Cortex (R or M)","ARM Cortex (A)","Infineon Tricore","x86-x64","PowerPC","Renesas","RISC-V","Other","What kind of support or resources from the Rust community or the Safety-Critical Rust Consortium would be most helpful in enabling Rust adoption in your industry?","What steps would your organization need to take to seriously consider or adopt Rust for safety-critical projects?"
"116080451","04/22/2025 1:35:21 pm","04/22/2025 1:39:26 pm","Started, but not completed yet","Public Collector","-","-","Mobile","","","Yes","","","","","x","","","","","","10 - 49","< 10","","","","","","","","","","","","Embedded EE","","","","x","","","","C# ASM","","","","","x","No, I'm not interested in using Rust","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","x","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"116079679","04/22/2025 1:16:57 pm","04/22/2025 1:21:30 pm","Completed","Public Collector","-","-","Desktop","","","Yes","","","","x","","","","","","","250 - 1000","","","x","","","","","","","","","","","","","","x","","","","","","","","","x","No, I'm not interested in using Rust","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","x","","","x","","","","","","","","","","x","x","","x","x","x","x","x","","Code readability, Rust doesn't have Ada-like syntax. Official ISO standard is also missing.","","","","","","","x","","","","","","","","","","","","","","","","","","","","","","x","","","","","","","","","In-house.","","","","","x","x","x","","","x","x","","x","","","","","",""
"116079652","04/22/2025 1:16:05 pm","04/22/2025 1:16:49 pm","Started, but not completed yet","Public Collector","-","-","Mobile","","","Yes","","","","","x","","","","","","1000 - 10,000","< 10","","x","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"116075692","04/22/2025 11:36:32 am","04/22/2025 11:44:25 am","Completed","Public Collector","-","-","Desktop","","","Yes","","","x","","","x","x","","","","250 - 1000","< 10","","x","","","","","","x","","","","","I’m a senior embedded software engineer with 30+ yrs experience trying to guide new developers while still contributing to projects","","","x","","","","","","","","x","","Yes, I already am","","x","","","","","","x","","","","","","x","","x","","x","","","x","","","x","x","x","x","x","","","","","","","","","","","","","","","x","","x","x","x","","x","x","","","","Embedded peripherals need a lot of help. I2c slave implementations, etc.","","","x","","","","","","","","","","x","","","","","","","","","","","","","","","","","x","","","","x","","","","","","","x","x","x","x","","","x","x","","x","","","x","","","Greater emphasis from the government or community that keeps putting it in the c-suite people’s ears.  Nothing will help like directives from the top"
"116075592","04/22/2025 11:34:12 am","04/22/2025 11:39:11 am","Completed","Public Collector","-","-","Mobile","","","Yes","","","x","","","","","","","","10 - 49","< 10","","x","","","","","","","","","","","","","","x","x","","","","","","","","x","Not Sure Yet","","","","","","","","","","Not using Rust","Not using Rust","","x","x","","x","x","x","x","x","","","","","","","","x","","","","","","","","","","","","","","","x","","x","x","x","x","","","x","","","","","","","x","","","","","","","","","","","","","","","","x","","","","","","","","","","x","","","x","","","","","","","","","","x","","","","x","x","","","","","","","",""
"116075190","04/22/2025 11:25:19 am","04/22/2025 11:29:10 am","Started, but not completed yet","Public Collector","-","-","Mobile","","","Yes","","","","x","","","","","","","50 - 249","< 10","","x","","","","","","","","","","","","","","x","x","","","","","","","x","","Yes, but not I'm not yet using it","","x","","x","x","","","","","","","","","","","","","","","","","","","x","","","","","","","","","","","","","","","","","","","","","","","x","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"116074949","04/22/2025 11:19:24 am","04/22/2025 11:24:15 am","Completed","Public Collector","-","-","Desktop","","","Yes","","x","x","x","","","","","","","50 - 249","< 10","","","","","","","","","x","","","","","","x","x","x","","x","","","","x","","","Yes, but not I'm not yet using it","","","","x","","","","","","","","","","x","x","","","x","x","x","","","","x","","","","x","","","","","","","","","","","","","","","x","x","x","x","x","","x","","","","","","","","x","x","x","x","","","","x","x","x","","","","x","x","","","","x","x","x","","","","x","","","x","x","x","","","","","","","","","x","x","x","x","","","x","x","","x","","","","","",""
"116074839","04/22/2025 11:17:24 am","04/22/2025 11:21:53 am","Completed","Public Collector","-","-","Mobile","","","Yes","","","","x","","","","","","","< 10","< 10","","x","","x","","x","","x","","","","","","","","x","","","x","","","","","","x","Yes, but not I'm not yet using it","","x","","x","x","x","","","","","","","x","","","x","","x","","","x","","","x","","","","","","","","","","","","","","","","","","","","x","","x","x","","x","x","","","","","","","","","","x","","","","","","","","","","","","","","","","","","","","","","x","","x","","","","","","","","","","","","","","x","","","","","","","","x","","","The chip I work with is not supported.","Presentation on the advantages of rust."
"116074720","04/22/2025 11:14:49 am","04/22/2025 11:21:12 am","Completed","Public Collector","-","-","Desktop","","","Yes","","","x","","","","","","","","> 10,000","20 - 49","","x","","","","","","","","","","","I write Rust, mostly for performance reasons, not safety reasons.","","","","x","","","","","","x","x","","Yes, but not I'm not yet using it","","x","x","x","","","","","","","Cargo, Performance, WebGPU tooling, WASM","","","x","","","","x","x","","","Fear of change","","x","x","","","","","","","","","","","","","","","","","","","","","","","","","","","","GUIs","GUIs","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","More aerospace involvement","Funding and campaign for aerospace adoption. Get members from commercial companies on the Rust team, e.g. SpaceX, BlueOrigin."
"116074634","04/22/2025 11:12:31 am","04/22/2025 11:15:38 am","Started, but not completed yet","Public Collector","-","-","Mobile","","","Yes","","x","","","","","","","","","10 - 49","< 10","","x","","","","","","","","","","","","","","x","","","","","","","","","x","No, I'm not interested in using Rust","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Its shit, maintaining it sucks, its hard to read","","","","","x","x","x","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","x","","","","","","","","","","","","","","x","","","","","","","","","","","",""
"116074356","04/22/2025 11:06:23 am","04/22/2025 11:07:05 am","Started, but not completed yet","Public Collector","-","-","Mobile","","","Yes","","","","","","x","","","","","1000 - 10,000","< 10","","x","","","","","","","","","","","","","","x","x","","","","","","","x","","Yes, I already am","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"116074352","04/22/2025 11:06:19 am","04/22/2025 11:45:38 am","Completed","Public Collector","-","-","Desktop","","","Yes","","x","","","","","","","","","> 10,000","20 - 49","","x","","","","x","","x","","","","","Rust education, guidance, direction","","x","","","","","","","","x","x","","Yes, but not I'm not yet using it","","x","x","x","x","","","","","","if it compiles, it runs","","x","","","","","","","x","","organizing build process in the org","","x","x","x","x","x","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","x","","","","","","","","","","","","x","x","x","","","x","","x","","","","","","",""
"116073743","04/22/2025 10:54:27 am","04/22/2025 10:54:43 am","Started, but not completed yet","Public Collector","-","-","Desktop","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"116073694","04/22/2025 10:53:21 am","04/22/2025 10:54:57 am","Started, but not completed yet","Public Collector","-","-","Mobile","","","Yes","","x","","","","","","","","","10 - 49","< 10","","x","","","","","","","","","","","","","x","x","","","","","","x","x","x","","Yes, I already am","","x","x","x","x","","","","","","","","","","x","x","x","","","","","","","x","x","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"116073459","04/22/2025 10:48:24 am","04/22/2025 10:49:27 am","Started, but not completed yet","Public Collector","-","-","Desktop","","","Yes","","x","","","","","","","","","10 - 49","< 10","","x","","","","","","","","","","","","","x","x","","","","","","x","x","","","Yes, I already am","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"116073183","04/22/2025 10:42:12 am","04/22/2025 10:47:57 am","Started, but not completed yet","Public Collector","-","-","Mobile","","","Yes","","x","","","","","","","","","1000 - 10,000","< 10","","x","","","","","","x","","","","","","","","x","","","","","","","","","x","No, I'm not interested in using Rust","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","x","x","","","x","x","x","x","","","","","x","x","x","x","x","x","x","x","x","","","","","","x","x","x","x","","","x","x","x","x","x","","","","","","","","","","","","","","","","","x","","","","","","","","","","","","","","","","","x","","","","","","","","",""
"116072938","04/22/2025 10:37:30 am","04/22/2025 10:44:09 am","Completed","Public Collector","-","-","Mobile","","","Yes","","","","x","","x","","","","","250 - 1000","< 10","","x","","","x","","","","","","","","","","","","x","","","","","","","","x","No, I'm not interested in using Rust","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","They lie too much about their safety guarantees","Rust is fine per se, esp the tooling and the external libs. But it's unsafe per default, and the syntax is horrible. There are better, more readable and actually safe system languages out there","","","x","x","","x","x","x","x","","","","","Verification of no unsafeties, ie no unsafe blocks, no numeric overflows, no dead locks.","","","","x","","","","","","","","","","","x","x","","","","","","","","","","","","","","","","","x","","","","","","","x","x","","x","","","x","","","x","","","","","",""
"116072349","04/22/2025 10:26:17 am","04/22/2025 10:27:13 am","Started, but not completed yet","Public Collector","-","-","Desktop","","","Yes","","","","","","","","x","","","> 10,000","< 10","","x","x","","","","","","","","","","PRA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"116071634","04/22/2025 10:13:26 am","04/22/2025 10:14:15 am","Started, but not completed yet","Public Collector","-","-","Mobile","","","Yes","","","x","","","","","","","","< 10","< 10","","x","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"116071310","04/22/2025 10:07:56 am","04/22/2025 10:09:18 am","Started, but not completed yet","Public Collector","-","-","Desktop","","","Yes","","","x","","","","","","","","1000 - 10,000","10 - 19","","","","","","","","x","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"116071073","04/22/2025 10:04:26 am","04/22/2025 10:14:36 am","Started, but not completed yet","Public Collector","-","-","Desktop","","","Yes","","","x","","","","","","","","< 10","< 10","","x","","","","","","","","x","","","Safety certification consultant with real project experience across many projects  over the last 25 years around the globe.
Mostly RTCA DO-178 B/C DAL A through DAL A. cert RTOS development and Software Team lead at my last position for Airbus Zephyr project.","","","x","x","x","","","","","","","x","Yes, but not I'm not yet using it","","x","","","x","","","x","x","","Interested in the adoption of RUST within Aerospace projects, but I have my reservations at the moment","","x","x","","x","","","","","x","","","","","x","","x","","","","","","","","","","","","","","","x","x","x","x","x","x","","","x","","There are best in class solutions available for Ada and C, C++ is catching up, but it's a C subset with classes and limited functionality","N/A","Not Sure","","","x","","","DO-278","","","","","","","","","","","","","x","x","x","x","","","","","","","x","","","","","","","Project created DO-178C coding standard","","","","","","x","x","","","x","x","","x","","","","","I guess defining a subset of RUST that is safety certificable.","Defined subset of RUST, verification tool vendor acceptance of RUST"
"116070773","04/22/2025 9:59:37 am","04/22/2025 10:03:00 am","Completed","Public Collector","-","-","Desktop","","","Yes","","","x","","","","x","","","","> 10,000","< 10","","x","","","","","","","","","","","","","","x","","","x","","","","","","x","No, I'm not interested in using Rust","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","x","","","","","x","","x","","","","","x","x","x","x","x","","","","","","","","","x","x","","","","","","","x","","","","","","","","","","","","","","","","","","","x","","","","","","","","","","","","","x","x","","","x","x","","","","","","","",""
"116070720","04/22/2025 9:58:56 am","04/22/2025 10:01:56 am","Completed","Public Collector","-","-","Mobile","","","Yes","","","","x","","","","","","","50 - 249","< 10","","x","","","","","","","","","","","","","","x","x","","","","","","","x","","Yes, but not I'm not yet using it","","x","","","","","","","x","","","","x","","","","x","","","","x","","","x","","x","x","x","","","","","","","","","","","","","","","","","x","x","x","x","x","x","","","","","","","","","","x","","","","","","","","","","","","","","","","","","","","","x","x","","x","","","","x","","","","","","","","","x","x","","","x","","","","","","x","","","There's just a lot of inertia to overcome"
"116070700","04/22/2025 9:58:43 am","04/22/2025 10:01:57 am","Completed","Public Collector","-","-","Desktop","","","Yes","","x","","","","","x","","","","50 - 249","< 10","","x","","","","","","","x","","","","","","","","x","","","","","","","x","","Yes, but not I'm not yet using it","","x","","","","","","x","x","","","","","x","","","","x","","x","","","","","","x","x","","","","","","","","","","","","","","","","x","x","x","x","x","x","x","x","x","","","","","","x","x","x","","","","","","","","x","","","","x","x","","","","","","","","","","","","x","","","","","","","","","","","","x","x","x","","","x","x","","x","","","","","",""
"116069663","04/22/2025 9:41:16 am","04/22/2025 9:44:47 am","Started, but not completed yet","Public Collector","-","-","Desktop","","","Yes","","","x","","","","x","","","","< 10","< 10","","x","","","","","","","","","","","","","","x","","","","","","","","x","","Not Sure Yet","","x","","","x","","","","","","","","","x","","","","x","x","","","","","x","","","","","","","","","","","","","","","","","","","","","x","x","x","x","x","","x","Code Object code mapping (DO-178)","","","","","","x","","","","","","","","","","","","","","","","x","x","x","x","","","","","","","x","","","","x","","","MISRA C++","","","","","","","x","","","x","","","","","","","","",""
"116069585","04/22/2025 9:39:53 am","04/22/2025 9:44:37 am","Completed","Public Collector","-","-","Mobile","","","Yes","","","x","","","","x","","","","1000 - 10,000","< 10","","x","","","","x","","","","","","","","","","","x","","x","","","","","x","","Yes, but not I'm not yet using it","","x","x","x","x","","","","","","","","","x","x","","","x","","","","","","","","","x","","","","","","","","","","","","","","","","","x","x","x","x","","","","x","","","","","","","x","","","","","","","","","","","","","","","","x","x","x","","","","","","","","x","","","","","","","","","","","","","x","","","","","","","x","","","","","",""
"116069448","04/22/2025 9:37:40 am","04/22/2025 9:49:17 am","Started, but not completed yet","Public Collector","-","-","Desktop","","","Yes","","","x","","","","x","","","","> 10,000","20 - 49","","x","","","x","","","","","","","","","","x","","","","","","","x","","x","","Yes, I already am","","x","x","x","","","","","x","","","","","","","","","","","","x","","","","x","","x","","","","","","","","","","","","","","","","","","x","x","","","","x","x","","","","","","","","","","PKCS#11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ANSSI","","","","","","x","x","","","","","","x","","","","","",""
"116069161","04/22/2025 9:33:41 am","04/22/2025 9:37:58 am","Completed","Public Collector","-","-","Mobile","","","Yes","","","","x","","x","","","","","> 10,000","10 - 19","","x","","","","","","","","","","","","","","x","x","","","","","","","x","","Yes, I already am","","x","x","x","x","","","","x","","","","","x","","","","","x","x","x","","","x","","x","x","x","","","","","","","","","","","","","","","","x","","","x","x","x","x","","","I don't think so. Maybe if rust had better ROS 2 support","No","Nalgebra, ros2_rust, and many many more","","","","","x","","","","","","","","","","","","","","","","","","","","","","x","","x","","","","","","","","","","","x","x","x","","","","x","","","x","","","","","",""
"116069143","04/22/2025 9:33:23 am","04/22/2025 9:38:26 am","Completed","Public Collector","-","-","Desktop","","","No","","x","","","","","","","","","1000 - 10,000","< 10","","x","","","","","","","","","","","","","","","x","","","","","","","x","","Yes, but not I'm not yet using it","","","","","","","","","","Client companies interested in Rust","","","","x","","","","","","","","","","x","","x","","x","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","x","","","","x","","x","","","","","","","","","","","","","","","","","","","Coding guidelines",""
"116069041","04/22/2025 9:31:46 am","04/22/2025 9:34:32 am","Completed","Public Collector","-","-","Desktop","","","Yes","","","x","","","","","","","","10 - 49","< 10","","","","","","","","","x","","","","","","","x","","","","","","","","","x","Not Sure Yet","","","","","","","","","","none","","","x","x","","x","x","x","","x","x","","","x","","","","","","","","","","","","","","","","","","","","x","x","x","","x","","","","","","","","","","x","","","","","","","","","","","","","","","","x","x","x","x","x","","","","","","","","","","","","","company made","","","","","","","x","","","x","x","","x","","","","","",""
"116069038","04/22/2025 9:31:42 am","04/22/2025 9:35:48 am","Started, but not completed yet","Public Collector","-","-","Mobile","","","Yes","","","","","x","","","","","","1000 - 10,000","< 10","","x","","","","","","","","","","","","","","x","x","","","","","","","","x","Not Sure Yet","","","","","","","","x","","","","","","","","","","","","","","","","x","","","","","","","","","","","","","","","","","","","","x","x","x","x","","x","x","x","","","","","","","","x","","","","","","","","","","x","x","x","","","","","","","","","","","","","x","","","","","","","","","","","","","x","x","","","x","","","","","","","MIPS","",""
"116068814","04/22/2025 9:27:20 am","04/22/2025 9:47:44 am","Completed","Public Collector","-","-","Desktop","","","Yes","","","x","","","","","","","","50 - 249","10 - 19","","x","","","","","","","x","","","","I am the Director of Vehicle Software at Stoke Space (launch company)","","x","x","","","","","","x","x","","","Yes, but not I'm not yet using it","","x","x","x","x","x","x","","","","Development environment is huge (rust analyzer is incredible), tooling like Tracy for live profiling, generally if it compiles it runs.","","","","","","","x","x","","","","","x","","x","","x","","","","","","","","","","","","","","","","x","x","x","x","","x","x","","","not yet","","","","","","","","Range 91-710","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","x","","x","","","","x","","x","","","","","","We have decided to go all in on rust for our main vehicle software which is specifically not safety critical (but if it fails, we lose a rocket/payload). We are looking at using baremetal rust for our flight termination unit in future flights where we get into regulations noted before.

Biggest need is finding industry partners to V&V our rust codebase when we go forward and start on our flight termination work."
"116068596","04/22/2025 9:23:35 am","04/22/2025 9:28:07 am","Completed","Public Collector","-","-","Desktop","","","Yes","","","","","","","x","","","","> 10,000","< 10","","","","","","","","","x","","","","No","","","x","x","","","","","","","x","","Yes, but not I'm not yet using it","","","","","","","","","","Doesn't switch to Rust","It should be all about Cybersecurity","","","x","x","","","","","x","x","","","","","","x","x","","","","","","","","","","","","","","","x","","x","x","x","","","x","","","","","","","x","","","","","","","x","","","","","","","","","","","","","","","","","","","","x","","","","","","","C++ core guidelines","","","","","x","x","x","","","x","x","","","","","","","",""
"116068449","04/22/2025 9:21:18 am","04/22/2025 9:22:46 am","Started, but not completed yet","Public Collector","-","-","Mobile","","","Yes","","x","","","","","","","","","> 10,000","50 - 200","","x","","","","","","","","","","","","","","","x","","","","","","","x","","Yes, I already am","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"116068280","04/22/2025 9:18:17 am","04/22/2025 9:20:45 am","Started, but not completed yet","Public Collector","-","-","Desktop","","","Yes","","x","","","","","","","","","50 - 249","10 - 19","","x","","","","","","","","","","","","","x","","","","x","","","x","","","","Yes, I already am","","x","x","x","x","","","","","","","","","","x","","","","","","","","","x","x","x","","","","","","","","","","","","","","","","","x","x","","","","","","","","","","","","","x","","","","","","","","x","","x","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"116068276","04/22/2025 9:18:11 am","04/22/2025 9:20:16 am","Completed","Public Collector","-","-","Desktop","","","Yes","","","x","","","","","","","","50 - 249","10 - 19","","x","","","","","","","","","","","","","x","","","","x","","","x","","x","","Yes, I already am","","x","","","x","","","","","","","","","","","","x","x","","x","x","","","x","","x","x","","","","","","","","","","","","","","","","","x","x","","x","","x","x","","","","","","","","x","","","","","","","","","","","","","","","","","x","x","","","","","","","","x","","x","","","","","","","x","","","x","","","","","x","","","","","","","","",""
"116068269","04/22/2025 9:17:55 am","04/22/2025 9:18:31 am","Started, but not completed yet","Public Collector","-","-","Desktop","","","Yes","","x","","","","","","","","","50 - 249","10 - 19","","x","","","","","","","","","","","","","x","","","","x","","","x","x","x","","Yes, I already am","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"116068250","04/22/2025 9:17:39 am","04/22/2025 9:18:32 am","Started, but not completed yet","Public Collector","-","-","Mobile","","","Yes","","x","x","","","","","","","","10 - 49","< 10","","x","","","","","","","","","","","","","","x","","","","","","","","","x","Yes, but not I'm not yet using it","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"116068231","04/22/2025 9:17:22 am","04/22/2025 9:20:15 am","Completed","Public Collector","-","-","Mobile","","","Yes","","x","x","x","","","","","","","250 - 1000","10 - 19","","x","","x","","","","","","","","","","","","x","x","","","","","","","x","","Yes, but not I'm not yet using it","","x","","","","","","","","","","","x","x","x","","","x","","x","","","","x","","x","x","x","","","","","","","","","","","","","","","x","","x","","x","x","","","","","","","","","x","x","","","","","x","x","x","x","x","","","","","","","x","x","","","","","","","","","x","","x","","x","","x","","","","","","x","x","x","","","x","x","x","","","","","","",""
"116068194","04/22/2025 9:17:01 am","04/22/2025 9:21:41 am","Started, but not completed yet","Public Collector","-","-","Desktop","","","Yes","","x","","","","","","","","","> 10,000","20 - 49","","x","","","","","","","","","","","","","x","x","","","","","","","x","x","","Yes, but not I'm not yet using it","","x","","","","","","","","","","","","","","","","","","","","","","x","","x","x","","","","","","","","","","","","","","","","","","x","x","x","x","x","x","x","","","","","","x","","","","","","","","","","","","","","","","","","","","","","","","","","","x","","","","","","","","","","","","","","x","","","x","","","","","","x","","",""
"116068161","04/22/2025 9:16:22 am","04/22/2025 9:21:15 am","Completed","Public Collector","-","-","Mobile","","","Yes","","","","","x","","","","","","1000 - 10,000","< 10","","x","","","","","","","","","","","","","","x","","","x","","","","","x","","Yes, but not I'm not yet using it","","x","x","x","x","x","","","","","","","","x","","","","x","x","x","x","","","x","","x","","x","","","","","","","","","","","","","","","x","x","x","x","x","x","x","x","x","","","","","","","","x","","","","","","","","","","","x","x","","","","","","","","","","","","","x","","","","","","","","","","","","","x","x","","","x","","","","","","","","",""
"116068108","04/22/2025 9:15:22 am","04/22/2025 9:19:27 am","Completed","Public Collector","-","-","Mobile","","","Yes","","x","","","","","","","","","> 10,000","50 - 200","","x","","","","","","x","","","","","","","","","x","","","","","","","x","","Yes, but not I'm not yet using it","","x","","","","","","x","x","","","","","x","x","x","x","x","x","x","x","","","x","","x","x","x","","","","","","","","","","","","","","","x","x","x","x","x","x","x","x","x","","","","","","x","","","","","","x","","x","","x","","","","","","","","","","","","","","","","","","","x","","x","x","x","MISRA C++:2023","","","","","x","x","","","","","x","x","","","x","","","",""
"116067842","04/22/2025 9:10:54 am","04/22/2025 9:18:41 am","Completed","Public Collector","-","-","Desktop","","","Yes","","x","","","","","","","","","50 - 249","10 - 19","","x","x","","","x","","","","","","","I'm a consultant specialising in software engineering process and tools development, with a focus on safety","","x","","","","x","","","x","x","x","","Yes, I already am","","x","","","x","","","","","","","","","x","","","","","","x","","","","x","x","","","","","","","","","","","","","","","","","","","","x","x","","","x","x","x","","","","","","x","","x","","","","x","","x","","x","","","x","x","","","","","","","","","","","","","x","","","","","","","","","","","","x","","","","","","x","","x","","","","","Examples in public of rust projects applying rigorous change and configuration management, verification and documentation processes, including reasoning about how these processes achieve the objectives of safety standards, and evidence to support this.",""
